naive states, alpha = 0.9, gamma = 0.9
184, 0, 1
185, 0, 1
186, 0, 1
187, 0, 1
188, 0, 1
189, 0, 1
190, 0, 1
191, 0, 1
192, 0, 1
193, 1, 1
194, 0, 1
195, 0, 1
196, 0, 1
197, 1, 1
198, 0, 1
199, 1, 1
200, 1, 1
201, 0, 1
202, 0, 1
203, 0, 1
204, 1, 1
205, 0, 1
206, 0, 1
207, 0, 1
208, 0, 1
209, 0, 1
210, 0, 1
211, 0, 1
212, 0, 1
213, 0, 1
214, 0, 1
215, 0, 1
216, 0, 1
217, 0, 1
218, 0, 1
219, 0, 1
220, 1, 1
221, 0, 1
222, 0, 1
223, 2, 2
224, 0, 2
225, 1, 2
226, 1, 2
227, 0, 2
228, 0, 2
229, 1, 2
230, 1, 2
231, 0, 2
232, 0, 2
233, 0, 2
234, 1, 2
235, 1, 2
236, 0, 2
237, 0, 2
238, 1, 2
239, 0, 2
240, 0, 2
241, 0, 2
242, 0, 2
243, 0, 2
244, 0, 2
245, 0, 2
246, 0, 2
247, 0, 2
248, 0, 2
249, 0, 2
250, 0, 2
251, 0, 2
252, 0, 2
253, 0, 2
254, 0, 2
255, 0, 2
256, 1, 2
257, 1, 2
258, 0, 2
259, 0, 2
260, 0, 2
261, 0, 2
262, 0, 2
263, 0, 2
264, 0, 2
265, 1, 2
266, 0, 2
267, 0, 2
268, 1, 2
269, 0, 2
270, 0, 2
271, 0, 2
272, 1, 2
273, 0, 2
274, 0, 2
275, 0, 2
276, 0, 2
277, 0, 2
278, 0, 2
279, 0, 2
280, 0, 2
281, 0, 2
282, 1, 2
283, 1, 2
284, 0, 2
285, 0, 2
286, 1, 2
287, 0, 2
288, 1, 2
289, 2, 2
290, 0, 2
291, 0, 2
292, 0, 2
293, 0, 2
294, 0, 2
295, 0, 2
296, 0, 2
297, 0, 2
298, 0, 2
299, 3, 3
300, 0, 3
301, 2, 3
302, 0, 3
303, 3, 3
304, 3, 3
305, 0, 3
306, 0, 3
307, 0, 3
308, 0, 3
309, 0, 3
310, 0, 3
311, 0, 3
312, 0, 3
313, 0, 3
314, 0, 3
315, 0, 3
316, 0, 3
317, 0, 3
318, 0, 3
319, 0, 3
320, 0, 3
321, 0, 3
322, 0, 3
323, 0, 3
324, 0, 3
325, 0, 3
326, 0, 3
327, 0, 3
328, 0, 3
329, 1, 3
330, 0, 3
331, 0, 3
332, 0, 3
333, 3, 3
334, 0, 3
335, 0, 3
336, 0, 3
337, 0, 3
338, 0, 3
339, 0, 3
340, 0, 3
341, 0, 3
342, 0, 3
343, 2, 3
344, 1, 3
345, 1, 3
346, 0, 3
347, 4, 4
348, 0, 4
349, 3, 4
350, 0, 4
351, 0, 4
352, 3, 4
353, 0, 4
354, 0, 4
355, 0, 4
356, 1, 4
357, 5, 5
358, 0, 5
359, 0, 5
360, 1, 5
361, 0, 5
362, 2, 5
363, 0, 5
364, 3, 5
365, 2, 5
366, 3, 5
367, 1, 5
368, 3, 5
369, 0, 5
370, 0, 5
371, 0, 5
372, 0, 5
373, 3, 5
374, 0, 5
375, 0, 5
376, 0, 5
377, 0, 5
378, 0, 5
379, 0, 5
380, 0, 5
381, 0, 5
382, 0, 5
383, 0, 5
384, 8, 8
385, 0, 8
386, 5, 8
387, 2, 8
388, 0, 8
389, 5, 8
390, 3, 8
391, 3, 8
392, 1, 8
393, 9, 9
394, 0, 9
395, 3, 9
396, 2, 9
397, 0, 9
398, 4, 9
399, 2, 9
400, 0, 9
401, 1, 9
402, 0, 9
403, 0, 9
404, 0, 9
405, 1, 9
406, 7, 9
407, 0, 9
408, 0, 9
409, 0, 9
410, 6, 9
411, 0, 9
412, 0, 9
413, 2, 9
414, 0, 9
415, 0, 9
416, 5, 9
417, 1, 9
418, 1, 9
419, 0, 9
420, 0, 9
421, 0, 9
422, 2, 9
423, 4, 9
424, 2, 9
425, 1, 9
426, 0, 9
427, 5, 9
428, 2, 9
429, 7, 9
430, 0, 9
431, 6, 9
432, 0, 9
433, 0, 9
434, 3, 9
435, 4, 9
436, 5, 9
437, 4, 9
438, 18, 18
439, 2, 18
440, 1, 18
441, 4, 18
442, 4, 18
443, 19, 19
444, 5, 19
445, 3, 19
446, 25, 25
447, 0, 25
448, 0, 25
449, 6, 25
450, 1, 25
451, 7, 25
452, 9, 25
453, 4, 25
454, 16, 25
455, 0, 25
456, 0, 25
457, 4, 25
458, 2, 25
459, 0, 25
460, 0, 25
461, 3, 25
462, 2, 25
463, 2, 25
464, 2, 25
465, 6, 25
466, 2, 25
467, 0, 25
468, 5, 25
469, 0, 25
470, 7, 25
471, 22, 25
472, 2, 25
473, 0, 25
474, 29, 29
475, 14, 29
476, 0, 29
477, 2, 29
478, 1, 29
479, 8, 29
480, 3, 29
481, 0, 29
482, 2, 29
483, 4, 29
484, 17, 29
485, 0, 29
486, 0, 29
487, 3, 29
488, 8, 29
489, 1, 29
490, 0, 29
491, 5, 29
492, 7, 29
493, 0, 29
494, 4, 29
495, 3, 29
496, 14, 29
497, 0, 29
498, 2, 29
499, 2, 29
500, 0, 29
501, 14, 29
502, 76, 76
503, 0, 76
504, 1, 76
505, 0, 76
506, 9, 76
507, 12, 76
508, 15, 76
509, 21, 76
510, 4, 76
511, 36, 76
512, 4, 76
513, 29, 76
514, 7, 76
515, 0, 76
516, 0, 76
517, 8, 76
518, 4, 76
519, 7, 76
520, 7, 76
521, 21, 76
522, 0, 76
523, 19, 76
524, 0, 76
525, 8, 76
526, 12, 76
527, 0, 76
528, 9, 76
529, 14, 76
530, 39, 76
531, 4, 76
532, 22, 76
533, 29, 76
534, 22, 76
535, 0, 76
536, 33, 76
537, 37, 76
538, 5, 76
539, 40, 76
540, 16, 76
541, 6, 76
542, 15, 76
543, 11, 76
544, 7, 76
545, 0, 76
546, 21, 76
547, 15, 76
548, 7, 76
549, 15, 76
550, 6, 76
551, 6, 76
552, 0, 76
553, 0, 76
554, 4, 76
555, 0, 76
556, 0, 76
557, 0, 76
558, 10, 76
559, 37, 76
560, 6, 76
561, 0, 76
562, 2, 76
563, 0, 76
564, 6, 76
565, 0, 76
566, 11, 76
567, 37, 76
568, 18, 76
569, 4, 76
570, 1, 76
571, 0, 76
572, 0, 76
573, 1, 76
574, 2, 76
575, 50, 76
576, 1, 76
577, 0, 76
578, 0, 76
579, 16, 76
580, 13, 76
581, 7, 76
582, 0, 76
583, 8, 76
584, 21, 76
585, 8, 76
586, 10, 76
587, 0, 76
588, 8, 76
589, 22, 76
590, 23, 76
591, 4, 76
592, 11, 76
593, 11, 76
594, 22, 76
595, 19, 76
596, 14, 76
597, 1, 76
598, 11, 76
599, 12, 76
600, 2, 76
601, 1, 76
602, 4, 76
603, 0, 76
604, 19, 76
605, 16, 76
606, 4, 76
607, 12, 76
608, 7, 76
609, 3, 76
610, 13, 76
611, 0, 76
612, 14, 76
613, 5, 76
614, 9, 76
615, 0, 76
616, 3, 76
617, 5, 76
618, 13, 76
619, 10, 76
620, 3, 76
621, 1, 76
622, 22, 76
623, 3, 76
624, 12, 76
625, 0, 76
626, 19, 76
627, 1, 76
628, 0, 76
629, 11, 76
630, 2, 76
631, 13, 76
632, 2, 76
633, 0, 76
634, 10, 76
635, 6, 76
636, 4, 76
637, 3, 76
638, 1, 76
639, 9, 76
640, 0, 76
641, 13, 76
642, 5, 76
643, 3, 76
644, 0, 76
645, 8, 76
646, 15, 76
647, 3, 76
648, 1, 76
649, 9, 76
650, 9, 76
651, 4, 76
652, 13, 76
653, 12, 76
654, 2, 76
655, 12, 76
656, 12, 76
657, 5, 76
658, 2, 76
659, 3, 76
660, 8, 76
661, 0, 76
662, 5, 76
663, 1, 76
664, 17, 76
665, 10, 76
666, 3, 76
667, 3, 76
668, 20, 76
669, 3, 76
670, 3, 76
671, 7, 76
672, 6, 76
673, 2, 76
674, 10, 76
675, 2, 76
676, 4, 76
677, 1, 76
678, 4, 76
679, 2, 76
680, 4, 76
681, 0, 76
682, 5, 76
683, 4, 76
684, 15, 76
685, 22, 76
686, 5, 76
687, 3, 76
688, 0, 76
689, 14, 76
690, 0, 76
691, 8, 76
692, 0, 76
693, 1, 76
694, 9, 76
695, 6, 76
696, 2, 76
697, 10, 76
698, 10, 76
699, 1, 76
700, 1, 76
701, 6, 76
702, 14, 76
703, 3, 76
704, 7, 76
705, 3, 76
706, 0, 76
707, 2, 76
708, 10, 76
709, 9, 76
710, 2, 76
711, 2, 76
712, 1, 76
713, 1, 76
714, 1, 76
715, 11, 76
716, 19, 76
717, 11, 76
718, 5, 76
719, 2, 76
720, 7, 76
721, 5, 76
722, 13, 76
723, 2, 76
724, 0, 76
725, 7, 76
726, 7, 76
727, 0, 76
728, 13, 76
729, 8, 76
730, 2, 76
731, 4, 76
732, 9, 76
733, 9, 76
734, 3, 76
735, 3, 76
736, 5, 76
737, 2, 76
738, 25, 76
739, 3, 76
740, 8, 76
741, 3, 76
742, 0, 76
743, 1, 76
744, 3, 76
745, 13, 76
746, 6, 76
747, 3, 76
748, 4, 76
749, 6, 76
750, 5, 76
751, 12, 76
752, 7, 76
753, 8, 76
754, 0, 76
755, 1, 76
756, 3, 76
757, 11, 76
758, 10, 76
759, 3, 76
760, 3, 76
761, 10, 76
762, 2, 76
763, 2, 76
764, 5, 76
765, 2, 76
766, 16, 76
767, 4, 76
768, 7, 76
769, 7, 76
770, 5, 76
771, 0, 76
772, 10, 76
773, 3, 76
774, 3, 76
775, 16, 76
776, 1, 76
777, 3, 76
778, 0, 76
779, 2, 76
780, 5, 76
781, 12, 76
782, 8, 76
783, 1, 76
784, 10, 76
785, 7, 76
786, 3, 76
787, 2, 76
788, 8, 76
789, 0, 76
790, 10, 76
791, 1, 76
792, 6, 76
793, 1, 76
794, 4, 76
795, 0, 76
796, 1, 76
797, 3, 76
798, 2, 76
799, 0, 76
800, 2, 76
801, 2, 76
802, 5, 76
803, 1, 76
804, 1, 76
805, 10, 76
806, 0, 76
807, 1, 76
808, 28, 76
809, 9, 76
810, 0, 76
811, 11, 76
812, 3, 76
813, 2, 76
814, 0, 76
815, 6, 76
816, 12, 76
817, 6, 76
818, 0, 76
819, 0, 76
820, 10, 76
821, 0, 76
822, 6, 76
823, 7, 76
824, 8, 76
825, 10, 76
826, 20, 76
827, 4, 76
828, 0, 76
829, 2, 76
830, 1, 76
831, 1, 76
832, 15, 76
833, 4, 76
834, 7, 76
835, 2, 76
836, 10, 76
837, 5, 76
838, 1, 76
839, 3, 76
840, 17, 76
841, 12, 76
842, 0, 76
843, 8, 76
844, 0, 76
845, 5, 76
846, 9, 76
847, 8, 76
848, 1, 76
849, 6, 76
850, 3, 76
851, 3, 76
852, 24, 76
853, 0, 76
854, 6, 76
855, 10, 76
856, 9, 76
857, 14, 76
858, 12, 76
859, 13, 76
860, 8, 76
861, 5, 76
862, 2, 76
863, 0, 76
864, 6, 76
865, 5, 76
866, 8, 76
867, 1, 76
868, 5, 76
869, 7, 76
870, 2, 76
871, 5, 76
872, 2, 76
873, 8, 76
874, 7, 76
875, 0, 76
876, 6, 76
877, 4, 76
878, 5, 76
879, 3, 76
880, 6, 76
881, 2, 76
882, 4, 76
883, 1, 76
884, 1, 76
885, 5, 76
886, 0, 76
887, 1, 76
888, 4, 76
889, 0, 76
890, 11, 76
891, 1, 76
892, 5, 76
893, 0, 76
894, 2, 76
895, 3, 76
896, 2, 76
897, 1, 76
898, 6, 76
899, 2, 76
900, 6, 76
901, 6, 76
902, 0, 76
903, 1, 76
904, 2, 76
905, 4, 76
906, 0, 76
907, 2, 76
908, 2, 76
909, 2, 76
910, 9, 76
911, 0, 76
912, 1, 76
913, 6, 76
914, 8, 76
915, 8, 76
916, 2, 76
917, 0, 76
918, 1, 76
919, 2, 76
920, 1, 76
921, 0, 76
922, 4, 76
923, 3, 76
924, 0, 76
925, 6, 76
926, 1, 76
927, 9, 76
928, 2, 76
929, 11, 76
930, 4, 76
931, 2, 76
932, 6, 76
933, 8, 76
934, 0, 76
935, 5, 76
936, 1, 76
937, 3, 76
938, 0, 76
939, 2, 76
940, 0, 76
941, 0, 76
942, 6, 76
943, 4, 76
944, 6, 76
945, 1, 76
946, 7, 76
947, 4, 76
948, 3, 76
949, 0, 76
950, 4, 76
951, 8, 76
952, 4, 76
953, 0, 76
954, 0, 76
955, 1, 76
956, 0, 76
957, 5, 76
958, 0, 76
959, 4, 76
960, 1, 76
961, 0, 76
962, 3, 76
963, 5, 76
964, 9, 76
965, 3, 76
966, 1, 76
967, 0, 76
968, 3, 76
969, 3, 76
970, 5, 76
971, 4, 76
972, 2, 76
973, 0, 76
974, 5, 76
975, 2, 76
976, 6, 76
977, 0, 76
978, 0, 76
979, 0, 76
980, 12, 76
981, 14, 76
982, 6, 76
983, 0, 76
984, 2, 76
985, 4, 76
986, 5, 76
987, 11, 76
988, 3, 76
989, 3, 76
990, 3, 76
991, 3, 76
992, 1, 76
993, 2, 76
994, 0, 76
995, 2, 76
996, 7, 76
997, 4, 76
998, 3, 76
999, 2, 76
1000, 4, 76
1001, 3, 76
1002, 3, 76
1003, 6, 76
1004, 9, 76
1005, 0, 76
1006, 0, 76
1007, 10, 76
1008, 4, 76
1009, 1, 76
1010, 3, 76
1011, 0, 76
1012, 1, 76
1013, 0, 76
1014, 0, 76
1015, 2, 76
1016, 0, 76
1017, 4, 76
1018, 7, 76
1019, 5, 76
1020, 2, 76
1021, 1, 76
1022, 2, 76
1023, 0, 76
1024, 2, 76
1025, 2, 76
1026, 5, 76
1027, 2, 76
1028, 6, 76
1029, 2, 76
1030, 2, 76
1031, 3, 76
1032, 3, 76
1033, 1, 76
1034, 3, 76
1035, 8, 76
1036, 7, 76
1037, 1, 76
1038, 8, 76
1039, 2, 76
1040, 3, 76
1041, 0, 76
1042, 0, 76
1043, 0, 76
1044, 7, 76
1045, 3, 76
1046, 0, 76
1047, 2, 76
1048, 3, 76
1049, 2, 76
1050, 2, 76
1051, 9, 76
1052, 2, 76
1053, 3, 76
1054, 1, 76
1055, 5, 76
1056, 2, 76
1057, 1, 76
1058, 3, 76
1059, 3, 76
1060, 1, 76
1061, 1, 76
1062, 9, 76
1063, 7, 76
1064, 4, 76
1065, 4, 76
1066, 2, 76
1067, 3, 76
1068, 0, 76
1069, 3, 76
1070, 2, 76
1071, 8, 76
1072, 12, 76
1073, 0, 76
1074, 5, 76
1075, 6, 76
1076, 6, 76
1077, 3, 76
1078, 5, 76
1079, 1, 76
1080, 5, 76
1081, 3, 76
1082, 4, 76
1083, 2, 76
1084, 1, 76
1085, 4, 76
1086, 5, 76
1087, 3, 76
1088, 2, 76
1089, 4, 76
1090, 3, 76
1091, 6, 76
1092, 8, 76
1093, 1, 76
1094, 5, 76
1095, 2, 76
1096, 3, 76
1097, 5, 76
1098, 3, 76
1099, 1, 76
1100, 8, 76
1101, 1, 76
1102, 3, 76
1103, 1, 76
1104, 4, 76
1105, 8, 76
1106, 7, 76
1107, 3, 76
1108, 2, 76
1109, 4, 76
1110, 5, 76
1111, 3, 76
1112, 2, 76
1113, 4, 76
1114, 1, 76
1115, 5, 76
1116, 12, 76
1117, 0, 76
1118, 5, 76
1119, 13, 76
1120, 1, 76
1121, 1, 76
1122, 0, 76
1123, 18, 76
1124, 10, 76
1125, 3, 76
1126, 9, 76
1127, 1, 76
1128, 6, 76
1129, 11, 76
1130, 4, 76
1131, 3, 76
1132, 1, 76
1133, 0, 76
1134, 1, 76
1135, 3, 76
1136, 6, 76
1137, 5, 76
1138, 1, 76
1139, 1, 76
1140, 4, 76
1141, 4, 76
1142, 2, 76
1143, 2, 76
1144, 9, 76
1145, 3, 76
1146, 5, 76
1147, 5, 76
1148, 4, 76
1149, 5, 76
1150, 5, 76
1151, 3, 76
1152, 2, 76
1153, 0, 76
1154, 3, 76
1155, 3, 76
1156, 8, 76
1157, 3, 76
1158, 2, 76
1159, 6, 76
1160, 0, 76
1161, 2, 76
1162, 5, 76
1163, 7, 76
1164, 3, 76
1165, 10, 76
1166, 4, 76
1167, 4, 76
1168, 1, 76
1169, 3, 76
1170, 8, 76
1171, 1, 76
1172, 7, 76
1173, 3, 76
1174, 8, 76
1175, 3, 76
1176, 2, 76
1177, 0, 76
1178, 1, 76
1179, 1, 76
1180, 11, 76
1181, 5, 76
1182, 6, 76
1183, 1, 76
1184, 2, 76
1185, 3, 76
1186, 2, 76
1187, 2, 76
1188, 3, 76
1189, 7, 76
1190, 6, 76
1191, 8, 76
1192, 3, 76
1193, 0, 76
1194, 1, 76
1195, 0, 76
1196, 6, 76
1197, 3, 76
1198, 5, 76
1199, 2, 76
1200, 2, 76
1201, 2, 76
1202, 0, 76
1203, 3, 76
1204, 6, 76
1205, 4, 76
1206, 1, 76
1207, 2, 76
1208, 3, 76
1209, 0, 76
1210, 1, 76
1211, 2, 76
1212, 11, 76
1213, 2, 76
1214, 6, 76
1215, 2, 76
1216, 8, 76
1217, 2, 76
1218, 1, 76
1219, 3, 76
1220, 2, 76
1221, 3, 76
1222, 4, 76
1223, 8, 76
1224, 10, 76
1225, 2, 76
1226, 0, 76
1227, 8, 76
1228, 4, 76
1229, 5, 76
1230, 4, 76
1231, 1, 76
1232, 1, 76
1233, 12, 76
1234, 1, 76
1235, 3, 76
1236, 3, 76
1237, 0, 76
1238, 3, 76
1239, 4, 76
1240, 0, 76
1241, 3, 76
1242, 1, 76
1243, 1, 76
1244, 3, 76
1245, 1, 76
1246, 4, 76
1247, 3, 76
1248, 3, 76
1249, 6, 76
1250, 8, 76
1251, 5, 76
1252, 12, 76
1253, 2, 76
1254, 1, 76
1255, 7, 76
1256, 1, 76
1257, 5, 76
1258, 5, 76
1259, 3, 76
1260, 3, 76
1261, 8, 76
1262, 2, 76
1263, 1, 76
1264, 1, 76
1265, 2, 76
1266, 3, 76
1267, 1, 76
1268, 3, 76
1269, 5, 76
1270, 1, 76
1271, 5, 76
1272, 1, 76
1273, 1, 76
1274, 2, 76
1275, 4, 76
1276, 0, 76
1277, 1, 76
1278, 4, 76
1279, 4, 76
1280, 3, 76
1281, 2, 76
1282, 10, 76
1283, 3, 76
1284, 1, 76
1285, 8, 76
1286, 8, 76
1287, 7, 76
1288, 0, 76
1289, 3, 76
1290, 1, 76
1291, 2, 76
1292, 1, 76
1293, 9, 76
1294, 1, 76
1295, 3, 76
1296, 8, 76
1297, 2, 76
1298, 5, 76
1299, 2, 76
1300, 2, 76
1301, 3, 76
1302, 2, 76
1303, 3, 76
1304, 4, 76
1305, 3, 76
1306, 6, 76
1307, 7, 76
1308, 1, 76
1309, 1, 76
1310, 18, 76
1311, 2, 76
1312, 1, 76
1313, 1, 76
1314, 6, 76
1315, 1, 76
1316, 2, 76
1317, 2, 76
1318, 1, 76
1319, 0, 76
1320, 9, 76
1321, 5, 76
1322, 4, 76
1323, 2, 76
1324, 2, 76
1325, 7, 76
1326, 2, 76
1327, 0, 76
1328, 1, 76
1329, 0, 76
1330, 0, 76
1331, 0, 76
1332, 2, 76
1333, 3, 76
1334, 0, 76
1335, 3, 76
1336, 5, 76
1337, 1, 76
1338, 3, 76
1339, 1, 76
1340, 1, 76
1341, 2, 76
1342, 0, 76
1343, 1, 76
1344, 2, 76
1345, 2, 76
1346, 2, 76
1347, 1, 76
1348, 3, 76
1349, 2, 76
1350, 0, 76
1351, 2, 76
1352, 2, 76
1353, 7, 76
1354, 4, 76
1355, 1, 76
1356, 8, 76
1357, 4, 76
1358, 6, 76
1359, 4, 76
1360, 0, 76
1361, 6, 76
1362, 1, 76
1363, 2, 76
1364, 5, 76
1365, 1, 76
1366, 2, 76
1367, 1, 76
1368, 6, 76
1369, 2, 76
1370, 2, 76
1371, 0, 76
1372, 1, 76
1373, 11, 76
1374, 4, 76
1375, 2, 76
1376, 3, 76
1377, 1, 76
1378, 1, 76
1379, 3, 76
1380, 2, 76
1381, 3, 76
1382, 3, 76
1383, 2, 76
1384, 2, 76
1385, 6, 76
1386, 0, 76
1387, 2, 76
1388, 1, 76
1389, 3, 76
1390, 0, 76
1391, 0, 76
1392, 8, 76
1393, 2, 76
1394, 1, 76
1395, 2, 76
1396, 3, 76
1397, 2, 76
1398, 1, 76
1399, 2, 76
1400, 9, 76
1401, 4, 76
1402, 2, 76
1403, 2, 76
1404, 4, 76
1405, 7, 76
1406, 3, 76
1407, 3, 76
1408, 0, 76
1409, 1, 76
1410, 2, 76
1411, 0, 76
1412, 0, 76
1413, 0, 76
1414, 1, 76
1415, 5, 76
1416, 0, 76
1417, 10, 76
1418, 5, 76
1419, 2, 76
1420, 1, 76
1421, 3, 76
1422, 4, 76
1423, 2, 76
1424, 2, 76
1425, 4, 76
1426, 1, 76
1427, 2, 76
1428, 3, 76
1429, 1, 76
1430, 3, 76
1431, 1, 76
1432, 4, 76
1433, 2, 76
1434, 1, 76
1435, 3, 76
1436, 4, 76
1437, 3, 76
1438, 10, 76
1439, 10, 76
1440, 1, 76
1441, 0, 76
1442, 4, 76
1443, 0, 76
1444, 0, 76
1445, 5, 76
1446, 0, 76
1447, 1, 76
1448, 2, 76
1449, 1, 76
1450, 2, 76
1451, 0, 76
1452, 6, 76
1453, 3, 76
1454, 2, 76
1455, 1, 76
1456, 2, 76
1457, 2, 76
1458, 2, 76
1459, 2, 76
1460, 1, 76
1461, 0, 76
1462, 1, 76
1463, 3, 76
1464, 3, 76
1465, 0, 76
1466, 6, 76
1467, 2, 76
1468, 2, 76
1469, 3, 76
1470, 0, 76
1471, 5, 76
1472, 4, 76
1473, 4, 76
1474, 1, 76
1475, 2, 76
1476, 2, 76
1477, 1, 76
1478, 1, 76
1479, 1, 76
1480, 2, 76
1481, 1, 76
1482, 5, 76
1483, 0, 76
1484, 9, 76
1485, 0, 76
1486, 4, 76
1487, 1, 76
1488, 2, 76
1489, 4, 76
1490, 1, 76
1491, 1, 76
1492, 1, 76
1493, 1, 76
1494, 4, 76
1495, 2, 76
1496, 1, 76
1497, 1, 76
1498, 1, 76
1499, 2, 76
1500, 2, 76
1501, 5, 76
1502, 2, 76
1503, 1, 76
1504, 1, 76
1505, 2, 76
1506, 1, 76
1507, 0, 76
1508, 1, 76
1509, 2, 76
1510, 0, 76
1511, 1, 76
1512, 0, 76
1513, 2, 76
1514, 2, 76
1515, 2, 76
1516, 1, 76
1517, 1, 76
1518, 2, 76
1519, 6, 76
1520, 2, 76
1521, 0, 76
1522, 3, 76
1523, 1, 76
1524, 1, 76
1525, 0, 76
1526, 1, 76
1527, 5, 76
1528, 1, 76
1529, 5, 76
1530, 4, 76
1531, 2, 76
1532, 2, 76
1533, 3, 76
1534, 2, 76
1535, 3, 76
1536, 1, 76
1537, 0, 76
1538, 0, 76
1539, 2, 76
1540, 0, 76
1541, 3, 76
1542, 2, 76
1543, 2, 76
1544, 2, 76
1545, 1, 76
1546, 1, 76
1547, 6, 76
1548, 6, 76
1549, 4, 76
1550, 6, 76
1551, 2, 76
1552, 2, 76
1553, 0, 76
1554, 0, 76
1555, 2, 76
1556, 0, 76
1557, 1, 76
1558, 3, 76
1559, 2, 76
1560, 6, 76
1561, 2, 76
1562, 5, 76
1563, 1, 76
1564, 1, 76
1565, 3, 76
1566, 3, 76
1567, 2, 76
1568, 2, 76
1569, 4, 76
1570, 6, 76
1571, 2, 76
1572, 2, 76
1573, 1, 76
1574, 3, 76
1575, 0, 76
1576, 6, 76
1577, 6, 76
1578, 1, 76
1579, 4, 76
1580, 1, 76
1581, 2, 76
1582, 2, 76
1583, 1, 76
1584, 0, 76
1585, 7, 76
1586, 3, 76
1587, 1, 76
1588, 3, 76
1589, 3, 76
1590, 2, 76
1591, 2, 76
1592, 2, 76
1593, 4, 76
1594, 4, 76
1595, 0, 76
1596, 2, 76
1597, 0, 76
1598, 1, 76
1599, 2, 76
1600, 1, 76
1601, 0, 76
1602, 4, 76
1603, 4, 76
1604, 1, 76
1605, 1, 76
1606, 2, 76
1607, 3, 76
1608, 0, 76
1609, 1, 76
1610, 2, 76
1611, 3, 76
1612, 3, 76
1613, 5, 76
1614, 0, 76
1615, 2, 76
1616, 4, 76
1617, 1, 76
1618, 2, 76
1619, 1, 76
1620, 2, 76
1621, 0, 76
1622, 0, 76
1623, 3, 76
1624, 2, 76
1625, 2, 76
1626, 1, 76
1627, 2, 76
1628, 2, 76
1629, 1, 76
1630, 7, 76
1631, 2, 76
1632, 3, 76
1633, 2, 76
1634, 6, 76
1635, 1, 76
1636, 2, 76
1637, 3, 76
1638, 1, 76
1639, 3, 76
1640, 7, 76
1641, 5, 76
1642, 2, 76
1643, 5, 76
1644, 5, 76
1645, 3, 76
1646, 1, 76
1647, 1, 76
1648, 2, 76
1649, 3, 76
1650, 1, 76
1651, 2, 76
1652, 4, 76
1653, 1, 76
1654, 1, 76
1655, 7, 76
1656, 2, 76
1657, 4, 76
1658, 3, 76
1659, 2, 76
1660, 0, 76
1661, 0, 76
