naive states, alpha = 0.1, gamma = 0.9
1662, 0, 9
1663, 1, 9
1664, 0, 9
1665, 0, 9
1666, 0, 9
1667, 0, 9
1668, 0, 9
1669, 0, 9
1670, 1, 9
1671, 1, 9
1672, 0, 9
1673, 0, 9
1674, 0, 9
1675, 0, 9
1676, 5, 9
1677, 1, 9
1678, 0, 9
1679, 0, 9
1680, 1, 9
1681, 1, 9
1682, 3, 9
1683, 0, 9
1684, 0, 9
1685, 0, 9
1686, 0, 9
1687, 0, 9
1688, 0, 9
1689, 0, 9
1690, 0, 9
1691, 0, 9
1692, 0, 9
1693, 0, 9
1694, 1, 9
1695, 0, 9
1696, 0, 9
1697, 2, 9
1698, 0, 9
1699, 0, 9
1700, 0, 9
1701, 0, 9
1702, 0, 9
1703, 0, 9
1704, 0, 9
1705, 0, 9
1706, 3, 9
1707, 5, 9
1708, 0, 9
1709, 0, 9
1710, 0, 9
1711, 0, 9
1712, 0, 9
1713, 2, 9
1714, 0, 9
1715, 0, 9
1716, 0, 9
1717, 0, 9
1718, 0, 9
1719, 0, 9
1720, 0, 9
1721, 0, 9
1722, 0, 9
1723, 0, 9
1724, 0, 9
1725, 0, 9
1726, 1, 9
1727, 0, 9
1728, 0, 9
1729, 0, 9
1730, 0, 9
1731, 0, 9
1732, 0, 9
1733, 0, 9
1734, 1, 9
1735, 0, 9
1736, 1, 9
1737, 0, 9
1738, 0, 9
1739, 0, 9
1740, 1, 9
1741, 0, 9
1742, 0, 9
1743, 0, 9
1744, 0, 9
1745, 3, 9
1746, 0, 9
1747, 0, 9
1748, 1, 9
1749, 0, 9
1750, 0, 9
1751, 0, 9
1752, 0, 9
1753, 0, 9
1754, 0, 9
1755, 0, 9
1756, 1, 9
1757, 0, 9
1758, 0, 9
1759, 0, 9
1760, 0, 9
1761, 0, 9
1762, 0, 9
1763, 1, 9
1764, 0, 9
1765, 0, 9
1766, 0, 9
1767, 1, 9
1768, 3, 9
1769, 0, 9
1770, 0, 9
1771, 1, 9
1772, 0, 9
1773, 0, 9
1774, 0, 9
1775, 1, 9
1776, 0, 9
1777, 0, 9
1778, 0, 9
1779, 0, 9
1780, 0, 9
1781, 0, 9
1782, 0, 9
1783, 1, 9
1784, 0, 9
1785, 2, 9
1786, 0, 9
1787, 0, 9
1788, 0, 9
1789, 4, 9
1790, 0, 9
1791, 0, 9
1792, 0, 9
1793, 1, 9
1794, 0, 9
1795, 0, 9
1796, 0, 9
1797, 0, 9
1798, 2, 9
1799, 0, 9
1800, 0, 9
1801, 2, 9
1802, 0, 9
1803, 0, 9
1804, 0, 9
1805, 0, 9
1806, 0, 9
1807, 1, 9
1808, 0, 9
1809, 0, 9
1810, 0, 9
1811, 2, 9
1812, 0, 9
1813, 0, 9
1814, 1, 9
1815, 0, 9
1816, 0, 9
1817, 0, 9
1818, 0, 9
1819, 0, 9
1820, 0, 9
1821, 0, 9
1822, 0, 9
1823, 0, 9
1824, 0, 9
1825, 4, 9
1826, 0, 9
1827, 0, 9
1828, 0, 9
1829, 0, 9
1830, 0, 9
1831, 1, 9
1832, 0, 9
1833, 2, 9
1834, 0, 9
1835, 0, 9
1836, 0, 9
1837, 0, 9
1838, 0, 9
1839, 0, 9
1840, 0, 9
1841, 1, 9
1842, 0, 9
1843, 0, 9
1844, 0, 9
1845, 0, 9
1846, 0, 9
1847, 0, 9
1848, 1, 9
1849, 0, 9
1850, 1, 9
1851, 0, 9
1852, 0, 9
1853, 0, 9
1854, 0, 9
1855, 0, 9
1856, 0, 9
1857, 1, 9
1858, 0, 9
1859, 0, 9
1860, 0, 9
1861, 0, 9
1862, 0, 9
1863, 0, 9
1864, 0, 9
1865, 0, 9
1866, 0, 9
1867, 0, 9
1868, 0, 9
1869, 0, 9
1870, 0, 9
1871, 0, 9
1872, 0, 9
1873, 0, 9
1874, 0, 9
1875, 0, 9
1876, 1, 9
1877, 0, 9
1878, 0, 9
1879, 0, 9
1880, 0, 9
1881, 0, 9
1882, 0, 9
1883, 0, 9
1884, 0, 9
1885, 0, 9
1886, 0, 9
1887, 0, 9
1888, 1, 9
1889, 0, 9
1890, 1, 9
1891, 0, 9
1892, 0, 9
1893, 0, 9
1894, 0, 9
1895, 0, 9
1896, 0, 9
1897, 0, 9
1898, 0, 9
1899, 0, 9
1900, 0, 9
1901, 0, 9
1902, 0, 9
1903, 0, 9
1904, 0, 9
1905, 0, 9
1906, 1, 9
1907, 0, 9
1908, 2, 9
1909, 1, 9
1910, 0, 9
1911, 0, 9
1912, 0, 9
1913, 0, 9
1914, 0, 9
1915, 0, 9
1916, 1, 9
1917, 0, 9
1918, 1, 9
1919, 0, 9
1920, 0, 9
1921, 0, 9
1922, 0, 9
1923, 0, 9
1924, 0, 9
1925, 0, 9
1926, 0, 9
1927, 0, 9
1928, 0, 9
1929, 1, 9
1930, 0, 9
1931, 0, 9
1932, 1, 9
1933, 0, 9
1934, 0, 9
1935, 0, 9
1936, 0, 9
1937, 1, 9
1938, 0, 9
1939, 0, 9
1940, 0, 9
1941, 0, 9
1942, 0, 9
1943, 0, 9
1944, 0, 9
1945, 0, 9
1946, 0, 9
1947, 0, 9
1948, 0, 9
1949, 0, 9
1950, 0, 9
1951, 0, 9
1952, 0, 9
1953, 0, 9
1954, 3, 9
1955, 0, 9
1956, 2, 9
1957, 0, 9
1958, 4, 9
1959, 4, 9
1960, 0, 9
1961, 2, 9
1962, 0, 9
1963, 1, 9
1964, 0, 9
1965, 0, 9
1966, 0, 9
1967, 0, 9
1968, 0, 9
1969, 0, 9
1970, 0, 9
1971, 0, 9
1972, 0, 9
1973, 0, 9
1974, 0, 9
1975, 0, 9
1976, 0, 9
1977, 0, 9
1978, 0, 9
1979, 0, 9
1980, 0, 9
1981, 0, 9
1982, 0, 9
1983, 0, 9
1984, 0, 9
1985, 0, 9
1986, 0, 9
1987, 1, 9
1988, 0, 9
1989, 0, 9
1990, 0, 9
1991, 0, 9
1992, 0, 9
1993, 0, 9
1994, 0, 9
1995, 0, 9
1996, 0, 9
1997, 1, 9
1998, 0, 9
1999, 1, 9
2000, 0, 9
2001, 0, 9
2002, 0, 9
2003, 0, 9
2004, 0, 9
2005, 0, 9
2006, 0, 9
2007, 0, 9
2008, 0, 9
2009, 0, 9
2010, 1, 9
2011, 0, 9
2012, 0, 9
2013, 2, 9
2014, 0, 9
2015, 0, 9
2016, 0, 9
2017, 0, 9
2018, 0, 9
2019, 0, 9
2020, 1, 9
2021, 0, 9
2022, 0, 9
2023, 0, 9
2024, 0, 9
2025, 2, 9
2026, 3, 9
2027, 0, 9
2028, 1, 9
